Time	Device name	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(°/s)	Angular velocity Y(°/s)	Angular velocity Z(°/s)	Angle X(°)	Angle Y(°)	Angle Z(°)	Magnetic field X(?t)	Magnetic field Y(?t)	Magnetic field Z(?t)	Temperature(?)	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
21:03:36.770	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	0.133	-0.33	0.922	-97.046	7.08	-38.635	-18.083	-16.677	39.315	-5.194	19.110	-31.262	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:36.892	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	0.086	-0.386	0.954	-14.893	103.149	-18.738	-23.621	-8.251	32.899	-0.294	29.400	-24.206	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:36.951	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.041	-0.411	0.935	5.493	81.909	1.343	-22.533	-3.12	29.789	-0.294	29.400	-24.206	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:37.071	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.068	-0.386	0.931	9.155	27.1	-2.747	-21.742	2.527	27.345	-0.294	29.400	-24.206	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:37.161	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.105	-0.371	0.941	5.31	7.324	-3.845	-20.984	3.801	26.642	-0.294	29.400	-24.206	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:37.281	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.195	-0.363	0.937	5.859	44.617	-8.85	-20.407	5.532	25.296	-0.294	29.400	-24.206	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:37.370	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.286	-0.33	0.927	17.151	51.575	-6.104	-19.677	10.272	22.917	-0.294	29.400	-24.206	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:37.491	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.393	-0.324	0.93	7.935	68.665	-1.709	-18.995	15.886	20.995	-0.294	29.400	-24.206	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:37.581	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.454	-0.295	0.902	28.625	59.509	3.967	-17.864	21.407	19.55	-0.294	29.400	-24.206	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:37.701	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.495	-0.249	0.892	49.255	46.753	15.381	-14.518	25.329	19.737	-0.294	29.400	-24.206	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:37.761	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.566	-0.181	0.855	39.429	33.447	8.057	-10.668	28.746	21.044	-0.294	29.400	-24.206	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:37.881	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.596	-0.059	0.84	52.612	30.273	17.578	-4.51	32.305	23.665	29.106	20.384	-17.738	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:37.971	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.614	0.065	0.769	56.091	8.118	25.146	3.038	35.079	27.587	29.106	20.384	-17.738	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:38.091	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.56	0.209	0.76	80.75	8.728	38.696	13.596	36.024	33.777	29.106	20.384	-17.738	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:38.181	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.524	0.4	0.7	114.807	29.236	75.745	27.389	33.81	42.918	29.106	20.384	-17.738	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:38.302	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.405	0.599	0.612	78.308	-16.296	64.453	39.518	30.635	52.07	29.106	20.384	-17.738	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:38.361	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.286	0.697	0.575	68.848	-42.603	87.28	47.505	22.978	57.706	29.106	20.384	-17.738	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:38.480	e1:5b:a6:6b:d9:35	2015-1-1 0:19:30.060	-0.171	0.808	0.536	54.81	-30.762	54.565	52.657	16.298	61.364	29.106	20.384	-17.738	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:38.571	e1:5b:a6:6b:d9:35	2015-1-1 0:19:33.100	-0.028	0.869	0.465	21.423	-42.48	73.914	56.926	9.86	64.292	29.106	20.384	-17.738	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:38.691	e1:5b:a6:6b:d9:35	2015-1-1 0:19:33.100	0.148	0.893	0.442	12.756	-47.791	84.961	59.244	1.478	66.05	29.106	20.384	-17.738	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:38.781	e1:5b:a6:6b:d9:35	2015-1-1 0:19:33.100	0.298	0.94	0.412	-5.981	-29.297	75.623	60.639	-6.504	67.95	29.106	20.384	-17.738	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:38.900	e1:5b:a6:6b:d9:35	2015-1-1 0:19:33.100	0.342	0.821	0.487	-39.368	-7.751	67.871	56.102	-14.694	70.785	1.764	-38.612	-22.736	30.97	0.91061	-0.00604	-0.19708	0.36307
21:03:38.991	e1:5b:a6:6b:d9:35	2015-1-1 0:19:33.100	0.348	0.716	0.56	-42.908	37.72	58.044	49.796	-17.672	78.107	1.764	-38.612	-22.736	30.97	0.6575	0.41428	0.15567	0.60968
21:03:39.111	e1:5b:a6:6b:d9:35	2015-1-1 0:19:33.635	0.347	0.702	0.605	-47.607	39.856	44.495	45.989	-18.671	84.479	1.764	-38.612	-22.736	30.97	0.6575	0.41428	0.15567	0.60968
21:03:39.171	e1:5b:a6:6b:d9:35	2015-1-1 0:19:33.635	0.314	0.608	0.693	-85.022	53.894	21.301	38.831	-17.825	89.604	1.764	-38.612	-22.736	30.97	0.6575	0.41428	0.15567	0.60968
21:03:39.290	e1:5b:a6:6b:d9:35	2015-1-1 0:19:33.635	0.249	0.54	0.77	-37.903	38.086	2.686	33.728	-15.765	92.785	1.764	-38.612	-22.736	30.97	0.6575	0.41428	0.15567	0.60968
21:03:39.382	e1:5b:a6:6b:d9:35	2015-1-1 0:19:33.635	0.139	0.5	0.831	-26.001	56.885	-14.526	30.449	-11.514	94.933	1.764	-38.612	-22.736	30.97	0.6575	0.41428	0.15567	0.60968
21:03:39.501	e1:5b:a6:6b:d9:35	2015-1-1 0:19:33.635	0.002	0.47	0.861	1.831	76.66	-30.029	28.63	-5.136	96.411	1.764	-38.612	-22.736	30.97	0.6575	0.41428	0.15567	0.60968
21:03:39.590	e1:5b:a6:6b:d9:35	2015-1-1 0:19:34.145	-0.226	0.443	0.901	-18.372	82.825	-41.748	27.004	3.51	96.762	1.764	-38.612	-22.736	30.97	0.6575	0.41428	0.15567	0.60968
21:03:39.710	e1:5b:a6:6b:d9:35	2015-1-1 0:19:34.145	-0.389	0.414	0.91	25.513	136.414	-96.497	27.724	15.216	96.136	1.764	-38.612	-22.736	30.97	0.6575	0.41428	0.15567	0.60968
21:03:39.770	e1:5b:a6:6b:d9:35	2015-1-1 0:19:34.145	-0.487	0.392	0.818	11.902	35.95	-83.008	25.45	23.516	90.764	1.764	-38.612	-22.736	30.97	0.6575	0.41428	0.15567	0.60968
21:03:39.891	e1:5b:a6:6b:d9:35	2015-1-1 0:19:34.145	-0.752	0.327	0.828	37.842	87.585	-171.143	24.005	30.668	82.716	37.044	-7.056	-18.228	30.97	0.6575	0.41428	0.15567	0.60968
21:03:39.980	e1:5b:a6:6b:d9:35	2015-1-1 0:19:34.145	-0.83	0.225	0.629	64.27	108.704	-208.74	18.781	46.428	65.792	37.044	-7.056	-18.228	30.97	0.79623	-0.08527	0.40796	0.43842
21:03:40.101	e1:5b:a6:6b:d9:35	2015-1-1 0:19:34.620	-0.887	0.044	0.56	12.512	33.569	-91.614	6.894	55.261	46.11	37.044	-7.056	-18.228	30.97	0.79623	-0.08527	0.40796	0.43842
21:03:40.191	e1:5b:a6:6b:d9:35	2015-1-1 0:19:34.620	-0.899	-0.058	0.498	14.16	24.78	-56.213	-3.104	59.194	32.19	37.044	-7.056	-18.228	30.97	0.79623	-0.08527	0.40796	0.43842
21:03:40.312	e1:5b:a6:6b:d9:35	2015-1-1 0:19:34.620	-0.881	-0.088	0.438	12.756	1.648	-15.076	-9.761	60.612	22.527	37.044	-7.056	-18.228	30.97	0.79623	-0.08527	0.40796	0.43842
21:03:40.401	e1:5b:a6:6b:d9:35	2015-1-1 0:19:34.620	-0.841	-0.113	0.495	-4.089	-31.677	3.479	-9.02	59.161	23.423	36.456	22.344	-5.586	30.97	0.79623	-0.08527	0.40796	0.43842
21:03:40.522	e1:5b:a6:6b:d9:35	2015-1-1 0:19:34.620	-0.609	-0.066	0.57	-99.976	-105.286	109.68	-3.29	54.377	35.14	36.456	22.344	-5.586	30.97	0.84348	-0.16263	0.42349	0.28741
21:03:40.580	e1:5b:a6:6b:d9:35	2015-1-1 0:19:35.155	-0.461	-0.029	0.764	-77.393	-188.782	104.553	0.654	40.54	51.976	36.456	22.344	-5.586	30.97	0.84348	-0.16263	0.42349	0.28741
21:03:40.702	e1:5b:a6:6b:d9:35	2015-1-1 0:19:35.155	-0.249	-0.022	0.897	-37.659	-114.99	33.508	-0.165	27.021	58.777	36.456	22.344	-5.586	30.97	0.84348	-0.16263	0.42349	0.28741
21:03:40.790	e1:5b:a6:6b:d9:35	2015-1-1 0:19:35.155	-0.025	-0.073	0.957	-36.743	-119.202	40.771	-1.285	16.205	62.089	36.456	22.344	-5.586	30.97	0.84348	-0.16263	0.42349	0.28741
21:03:40.912	e1:5b:a6:6b:d9:35	2015-1-1 0:19:35.155	0.146	-0.146	0.98	-54.077	-160.95	20.02	-5.125	2.214	65.012	14.308	17.150	-28.714	30.97	0.84348	-0.16263	0.42349	0.28741
21:03:41.000	e1:5b:a6:6b:d9:35	2015-1-1 0:19:35.155	0.254	-0.222	0.963	-16.724	-63.232	14.709	-9.679	-7.526	65.462	14.308	17.150	-28.714	30.97	0.83945	-0.03235	-0.13147	0.52621
21:03:41.122	e1:5b:a6:6b:d9:35	2015-1-1 0:19:35.635	0.284	-0.249	0.947	-6.592	-26.001	12.085	-12.31	-12.469	64.742	14.308	17.150	-28.714	30.97	0.83945	-0.03235	-0.13147	0.52621
21:03:41.181	e1:5b:a6:6b:d9:35	2015-1-1 0:19:35.635	0.298	-0.304	0.895	-54.565	-22.156	-2.563	-16.221	-14.595	64.226	14.308	17.150	-28.714	30.97	0.83945	-0.03235	-0.13147	0.52621
21:03:41.301	e1:5b:a6:6b:d9:35	2015-1-1 0:19:35.635	0.313	-0.444	0.825	-116.821	-8.606	7.69	-24.851	-16.271	62.748	14.308	17.150	-28.714	30.97	0.83945	-0.03235	-0.13147	0.52621
21:03:41.391	e1:5b:a6:6b:d9:35	2015-1-1 0:19:35.635	0.301	-0.631	0.722	-139.587	14.832	6.653	-38.694	-15.463	60.452	-0.490	38.416	-13.034	30.97	0.83945	-0.03235	-0.13147	0.52621
21:03:41.511	e1:5b:a6:6b:d9:35	2015-1-1 0:19:35.635	0.266	-0.79	0.517	-146.667	20.935	-6.653	-53.08	-14.617	56.662	-0.490	38.416	-13.034	30.97	0.80246	-0.35925	-0.31616	0.35626
